address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people)
"5, 2nd Stage, JP Nagar, Bangalore",Blue Restaurant 896,Yes,No,3.6/5,169,080 45071812,JP Nagar,Casual Dining,"Paneer Butter Masala, Idli, Masala Dosa, Waffles","Desserts, Biryani, Continental",450
"78, Cross, BTM, Bangalore",The Corner 897,Yes,Yes,4.6/5,554,080 45417978,BTM,Bakery,"Filter Coffee, Sandwiches","Japanese, North Indian",450
"58, 2nd Stage, Jayanagar, Bangalore",Grand Bar & Grill 898,Yes,Yes,3.9/5,49,080 41460442,Jayanagar,Bakery,"Paneer Butter Masala, Thali, Rolls, Biryani",Bakery,300
"83, Cross, Hebbal, Bangalore",Local House 899,No,No,3.5/5,241,080 40199170,Hebbal,Casual Dining,"Idli, Cold Coffee","Mexican, Desserts, Continental",900
"144, Ring Road, Indiranagar, Bangalore",Royal Adda 900,Yes,No,4.2/5,618,080 41271459,Indiranagar,Bakery,"Noodles, Biryani, Chicken Wings","Thai, Fast Food",350
"126, Main Road, Yelahanka, Bangalore",Grand Hub 901,No,No,3.7/5,211,080 47327726,Yelahanka,Quick Bites,"Butter Chicken, Idli, Pizza, Filter Coffee",Andhra,200
"33, Ring Road, Yelahanka, Bangalore",Local Kitchen 902,Yes,No,4.4/5,286,080 42066404,Yelahanka,Bakery,"Pizza, Butter Chicken, Thali, Filter Coffee",Beverages,200
"119, 2nd Stage, JP Nagar, Bangalore",The Restaurant 903,No,Yes,4.6/5,427,080 40811091,JP Nagar,Casual Dining,"Noodles, Masala Dosa, Tandoori Chicken","Chinese, Mughlai, South Indian",800
"143, 1st Block, Yelahanka, Bangalore",Golden Express 904,No,No,4.1/5,74,080 44988876,Yelahanka,Delivery,"Filter Coffee, Burgers, Biryani, Chicken Wings",Cafe Food,500
"60, Main Road, Rajajinagar, Bangalore",Local Bites 905,No,No,3.9/5,136,080 41069231,Rajajinagar,Casual Dining,Rolls,"North Indian, Thai",700
"179, 1st Block, Rajajinagar, Bangalore",Royal Villa 906,Yes,No,3.9/5,46,080 42550973,Rajajinagar,Delivery,"Cold Coffee, Burgers",Japanese,400
"80, 1st Block, Basavanagudi, Bangalore",Golden Adda 907,Yes,No,3.8/5,151,080 42867826,Basavanagudi,Casual Dining,"Biryani, Idli","Andhra, BBQ, North Indian",600
"164, 2nd Stage, Malleshwaram, Bangalore",Green Corner 908,Yes,Yes,4.5/5,67,080 49345479,Malleshwaram,Dessert Parlor,Burgers,"Mughlai, Street Food, South Indian",300
"37, 1st Block, Rajajinagar, Bangalore",Royal Kitchen 909,Yes,No,3.7/5,561,080 41185809,Rajajinagar,Kiosk,"Momos, Rolls","Desserts, Andhra",250
"186, Main Road, Electronic City, Bangalore",Local Diner 910,Yes,No,NEW,478,080 44178367,Electronic City,Casual Dining,Biryani,"Beverages, Chinese, Bakery",550
"165, Cross, HSR Layout, Bangalore",Royal Point 911,No,No,4.0/5,188,080 42645681,HSR Layout,Cafe,"Pizza, Cold Coffee, Pasta, Thali",Mughlai,400
"195, 2nd Stage, Yelahanka, Bangalore",Royal Corner 912,No,No,4.3/5,160,080 49267964,Yelahanka,Bar,"Waffles, Burgers, Thali, Momos","Continental, Bakery, BBQ","1,000"
"20, Main Road, Koramangala, Bangalore",Grand Bar & Grill 913,Yes,No,3.8/5,197,080 45833294,Koramangala,Quick Bites,"Chocolate Brownie, Cold Coffee, Pasta, Pizza",,400
"5, Ring Road, Indiranagar, Bangalore",Punjabi Bites 914,Yes,Yes,4.7/5,388,080 40162931,Indiranagar,Delivery,"Masala Dosa, Idli, Rolls, Biryani","Mughlai, Street Food, BBQ",450
"29, 2nd Stage, Whitefield, Bangalore",Blue Cafe 915,No,No,3.7/5,465,080 40469921,Whitefield,Dessert Parlor,"Chicken Wings, Gulab Jamun","Andhra, Bakery",350
"65, 2nd Stage, Marathahalli, Bangalore",Classic House 916,Yes,No,4.8/5,470,080 45876768,Marathahalli,Casual Dining,,"North Indian, Desserts, Thai","1,000"
"70, 1st Block, MG Road, Bangalore",South Side Corner 917,Yes,No,4.1/5,399,080 40206403,MG Road,Cafe,"Thali, Biryani, Sandwiches","Andhra, Biryani, North Indian",500
"114, Cross, Indiranagar, Bangalore",Golden Adda 918,Yes,No,-,672,,Indiranagar,Fine Dining,,"Chinese, Fast Food","1,900"
"41, 2nd Stage, Sarjapur Road, Bangalore",Grand Junction 919,Yes,No,3.6/5,88,080 43629271,Sarjapur Road,Dessert Parlor,"Chocolate Brownie, Masala Dosa","South Indian, Mughlai, BBQ",250
"51, Ring Road, Jayanagar, Bangalore",Café Cafe 920,No,No,3.4/5,151,080 43573650,Jayanagar,Delivery,"Paneer Butter Masala, Pasta","Beverages, Desserts, Mughlai",550
"1, Cross, Marathahalli, Bangalore",Classic Hub 921,No,No,4.0/5,50,080 46487066,Marathahalli,Quick Bites,"Noodles, Gulab Jamun","BBQ, South Indian, Italian",300
"188, 2nd Stage, HSR Layout, Bangalore",Classic Adda 922,Yes,No,3.3/5,146,080 48399522,HSR Layout,Delivery,"Burgers, Pizza, Sandwiches","Fast Food, North Indian",450
"106, 1st Block, Indiranagar, Bangalore",Curry Corner 923,No,No,3.6/5,253,080 47804367,Indiranagar,Casual Dining,"Filter Coffee, Masala Dosa, Chicken Wings, Waffles","BBQ, Beverages, Continental",450
"100, 2nd Stage, Koramangala, Bangalore",Spice House 924,No,No,4.3/5,203,080 40599969,Koramangala,Casual Dining,"Gulab Jamun, Pizza","Continental, North Indian, Street Food",550
"168, Ring Road, JP Nagar, Bangalore",Royal Corner 925,No,Yes,4.2/5,440,080 49977658,JP Nagar,Cafe,"Butter Chicken, Momos, Paneer Butter Masala",Cafe Food,450
"14, 1st Block, Koramangala, Bangalore",Grand House 926,No,No,3.5/5,140,080 48927618,Koramangala,Delivery,Masala Dosa,"Mexican, BBQ, North Indian",300
"122, 2nd Stage, Marathahalli, Bangalore",Punjabi Bar & Grill 927,No,No,3.7/5,351,080 48149166,Marathahalli,Quick Bites,Pizza,"Italian, Street Food, North Indian",400
"149, Cross, Bellandur, Bangalore",Local Express 928,No,Yes,4.4/5,382,080 46775126,Bellandur,Delivery,Sandwiches,"Thai, Continental",350
"43, Main Road, HSR Layout, Bangalore",Café Corner 929,No,Yes,3.4/5,463,080 42675362,HSR Layout,Cafe,"Rolls, Idli, Filter Coffee",Andhra,350
"127, Main Road, Indiranagar, Bangalore",Grand Hub 930,Yes,No,4.9/5,236,080 47648506,Indiranagar,Quick Bites,"Tandoori Chicken, Rolls, Pasta","Street Food, Cafe Food",450
"164, 2nd Stage, Whitefield, Bangalore",Classic Cafe 931,Yes,No,4.5/5,443,080 47949974,Whitefield,Quick Bites,Masala Dosa,,350
"112, Ring Road, Malleshwaram, Bangalore",Urban Corner 932,Yes,No,3.6/5,78,080 40481654,Malleshwaram,Quick Bites,"Cold Coffee, Butter Chicken, Pizza, Filter Coffee",Thai,300
"113, 2nd Stage, Indiranagar, Bangalore",Green Corner 933,Yes,No,4.0/5,162,080 41224097,Indiranagar,Dessert Parlor,"Waffles, Pizza, Momos, Masala Dosa",Street Food,450
"82, Cross, Sarjapur Road, Bangalore",Blue Cafe 934,No,No,3.7/5,503,080 44931705,Sarjapur Road,Cafe,,"Bakery, Mughlai",550
"107, 2nd Stage, Marathahalli, Bangalore",Royal Junction 935,Yes,Yes,4.4/5,118,080 44237303,Marathahalli,Pub,"Tandoori Chicken, Waffles",Desserts,850
"174, 1st Block, BTM, Bangalore",The Hub 936,Yes,No,3.6/5,169,080 48212154,BTM,Quick Bites,Masala Dosa,"Chinese, Italian, BBQ",450
"127, 1st Block, HSR Layout, Bangalore",The Bistro 937,No,No,4.0/5,302,080 44757183,HSR Layout,Casual Dining,"Burgers, Tandoori Chicken, Chocolate Brownie","Mughlai, Street Food, Mexican",500
"137, Main Road, HSR Layout, Bangalore",Spice House 938,Yes,No,3.8/5,9,080 46051799,HSR Layout,Delivery,Butter Chicken,,450
"143, Cross, Jayanagar, Bangalore",Spice Express 939,No,Yes,3.6/5,308,080 42290561,Jayanagar,Cafe,"Thali, Idli, Rolls, Tandoori Chicken","North Indian, Cafe Food",500
"154, Main Road, Banashankari, Bangalore",Classic Bistro 940,No,Yes,4.8/5,633,080 45031085,Banashankari,Bar,Burgers,Mughlai,900
"129, Ring Road, BTM, Bangalore",Curry Bar & Grill 941,Yes,No,3.5/5,206,080 47009633,BTM,Food Court,"Rolls, Tandoori Chicken","Beverages, Cafe Food",300
"126, 2nd Stage, Koramangala, Bangalore",Punjabi Villa 942,No,Yes,4.4/5,461,080 41083842,Koramangala,Pub,"Noodles, Chicken Wings, Gulab Jamun",Andhra,850
"45, Cross, Hebbal, Bangalore",Blue Adda 943,Yes,No,3.4/5,122,080 44157171,Hebbal,Cafe,"Chicken Wings, Thali","South Indian, Continental, Biryani",700
"43, Cross, BTM, Bangalore",South Side Kitchen 944,Yes,No,3.8/5,173,080 45581020,BTM,Sweet Shop,Paneer Butter Masala,"South Indian, Biryani",250
"59, Ring Road, Yelahanka, Bangalore",Classic Bar & Grill 945,Yes,No,4.4/5,77,080 45067051,Yelahanka,Bakery,Chicken Wings,"BBQ, Beverages",300
"175, 1st Block, Marathahalli, Bangalore",Royal Point 946,Yes,No,4.0/5,197,080 43682308,Marathahalli,Quick Bites,"Filter Coffee, Burgers",Street Food,350
"168, 1st Block, HSR Layout, Bangalore",Grand Corner 947,Yes,No,4.3/5,303,080 46378789,HSR Layout,Casual Dining,Chicken Wings,"Thai, Mexican, Street Food",550
"12, 2nd Stage, HSR Layout, Bangalore",Royal Villa 948,No,No,4.9/5,479,080 40671803,HSR Layout,Bar,Rolls,Cafe Food,"1,400"
"91, 1st Block, Sarjapur Road, Bangalore",Punjabi Bistro 949,Yes,No,NEW,315,080 49113524,Sarjapur Road,Fine Dining,"Burgers, Thali, Noodles, Cold Coffee","Thai, Fast Food","2,100"
"4, 1st Block, Koramangala, Bangalore",Royal Hub 950,Yes,No,3.8/5,272,080 46448823,Koramangala,Food Court,"Pasta, Waffles, Tandoori Chicken","Desserts, Thai",400
"8, Cross, Electronic City, Bangalore",Grand Bar & Grill 951,No,No,3.9/5,173,080 43606311,Electronic City,Casual Dining,"Burgers, Tandoori Chicken, Thali","Continental, Andhra",750
"80, Main Road, Hebbal, Bangalore",Curry House 952,No,No,4.0/5,467,080 49063070,Hebbal,Food Court,"Pasta, Momos, Gulab Jamun, Idli","Street Food, South Indian",300
"199, Cross, HSR Layout, Bangalore",Café Junction 953,Yes,No,4.5/5,432,080 46798783,HSR Layout,Delivery,"Burgers, Rolls, Pizza","Mughlai, Continental",550
"37, Main Road, Banashankari, Bangalore",Golden Villa 954,Yes,No,3.8/5,216,080 42033360,Banashankari,Dessert Parlor,"Biryani, Rolls, Tandoori Chicken, Chocolate Brownie",Continental,300
"62, Ring Road, HSR Layout, Bangalore",Punjabi Kitchen 955,Yes,No,3.6/5,275,080 48492227,HSR Layout,Delivery,Cold Coffee,Fast Food,350
"158, Main Road, Indiranagar, Bangalore",Blue Adda 956,No,No,3.7/5,352,080 40146647,Indiranagar,Dessert Parlor,"Paneer Butter Masala, Thali, Chocolate Brownie, Waffles","Biryani, Andhra",400
"190, Ring Road, BTM, Bangalore",Royal Villa 957,No,No,4.4/5,223,080 48306339,BTM,Cafe,"Paneer Butter Masala, Biryani, Chocolate Brownie","BBQ, Biryani, Continental",550
"184, 1st Block, BTM, Bangalore",The Diner 958,No,Yes,NEW,294,,BTM,Casual Dining,Tandoori Chicken,"Beverages, Mexican",600
"192, Main Road, Sarjapur Road, Bangalore",Spice Villa 959,No,Yes,3.4/5,221,080 43605811,Sarjapur Road,Bar,"Waffles, Gulab Jamun, Chicken Wings","Mughlai, Biryani, Cafe Food",850
"58, 2nd Stage, MG Road, Bangalore",Urban Express 960,No,No,3.4/5,38,080 40705051,MG Road,Dessert Parlor,"Burgers, Paneer Butter Masala, Masala Dosa, Waffles","North Indian, Fast Food, Mexican",250
"72, Main Road, Jayanagar, Bangalore",Green Cafe 961,Yes,No,3.8/5,519,080 44372597,Jayanagar,Cafe,"Chocolate Brownie, Gulab Jamun, Burgers",Beverages,500
"90, Cross, Indiranagar, Bangalore",Red Villa 962,Yes,No,NEW,77,080 44120999,Indiranagar,Quick Bites,Rolls,"Desserts, Chinese, Italian",300
"42, Cross, HSR Layout, Bangalore",Local Junction 963,No,No,3.6/5,465,,HSR Layout,Sweet Shop,"Rolls, Chocolate Brownie, Momos, Idli","Biryani, Mughlai",350
"71, 1st Block, Koramangala, Bangalore",Punjabi Diner 964,No,Yes,3.8/5,215,080 43805419,Koramangala,Casual Dining,"Noodles, Gulab Jamun",BBQ,500
"181, Main Road, Bellandur, Bangalore",South Side Junction 965,No,No,3.5/5,321,080 47447512,Bellandur,Quick Bites,"Pizza, Biryani",Street Food,450
"121, Ring Road, Koramangala, Bangalore",The Bites 966,Yes,No,4.1/5,377,080 44198452,Koramangala,Quick Bites,"Pasta, Masala Dosa, Idli, Cold Coffee",Beverages,300
"128, Main Road, BTM, Bangalore",Royal Bistro 967,No,No,3.4/5,140,080 49019320,BTM,Quick Bites,"Waffles, Sandwiches","Biryani, BBQ",350
"180, 2nd Stage, Basavanagudi, Bangalore",Curry Kitchen 968,No,No,4.1/5,395,080 43709049,Basavanagudi,Quick Bites,,South Indian,400
"32, Main Road, Banashankari, Bangalore",Green Express 969,Yes,Yes,-,237,080 47932100,Banashankari,Quick Bites,"Pasta, Cold Coffee, Momos",Italian,400
"33, Main Road, Koramangala, Bangalore",Local Adda 970,No,No,4.2/5,257,080 46793853,Koramangala,Pub,"Pasta, Chicken Wings, Chocolate Brownie, Tandoori Chicken","Desserts, Japanese",650
"16, Cross, Jayanagar, Bangalore",Royal Bar & Grill 971,Yes,No,4.1/5,35,080 45201828,Jayanagar,Casual Dining,"Tandoori Chicken, Burgers, Momos, Rolls","Continental, Chinese",700
"144, Cross, Indiranagar, Bangalore",Royal Restaurant 972,No,No,3.9/5,182,080 47185148,Indiranagar,Casual Dining,Filter Coffee,"Andhra, Biryani, Cafe Food",700
"119, 2nd Stage, HSR Layout, Bangalore",Green Villa 973,Yes,No,4.1/5,179,080 40917182,HSR Layout,Bar,"Burgers, Biryani","North Indian, Chinese",950
"46, 1st Block, Koramangala, Bangalore",Golden Kitchen 974,No,No,4.0/5,504,080 45407660,Koramangala,Delivery,Thali,Fast Food,400
"34, Main Road, Whitefield, Bangalore",Blue House 975,No,Yes,4.4/5,193,080 49090955,Whitefield,Casual Dining,Masala Dosa,"North Indian, Continental, Mughlai",800
"135, Main Road, MG Road, Bangalore",Golden Kitchen 976,No,No,4.0/5,201,080 41569897,MG Road,Quick Bites,Idli,"Mughlai, Japanese, Street Food",350
"132, 1st Block, Indiranagar, Bangalore",Golden Bar & Grill 977,No,No,4.1/5,580,080 48110708,Indiranagar,Quick Bites,Momos,"Bakery, Japanese, Street Food",450
"66, Cross, Marathahalli, Bangalore",Green Restaurant 978,Yes,No,3.6/5,222,080 43978274,Marathahalli,Delivery,,"Italian, Fast Food",350
"22, Ring Road, HSR Layout, Bangalore",Green Express 979,Yes,No,3.7/5,186,080 47153429,HSR Layout,Casual Dining,"Sandwiches, Gulab Jamun",Desserts,600
"87, Ring Road, Marathahalli, Bangalore",Urban Point 980,Yes,No,3.7/5,172,080 44697547,Marathahalli,Quick Bites,Momos,"Italian, Mexican, Desserts",250
"38, Cross, BTM, Bangalore",The Corner 981,No,No,3.7/5,110,080 43917015,BTM,Bar,"Waffles, Pasta, Noodles, Burgers",Desserts,"1,200"
"72, Main Road, Malleshwaram, Bangalore",Grand Junction 982,No,No,3.5/5,122,080 47535846,Malleshwaram,Quick Bites,Burgers,"Continental, South Indian, Andhra",300
"134, Ring Road, MG Road, Bangalore",Royal Express 983,No,No,4.0/5,130,080 45103537,MG Road,Quick Bites,"Noodles, Thali, Gulab Jamun","North Indian, Bakery",300
"189, 1st Block, Indiranagar, Bangalore",Green House 984,No,No,3.6/5,157,080 48970010,Indiranagar,Quick Bites,"Chocolate Brownie, Chicken Wings","Desserts, Beverages",350
"79, Ring Road, Bellandur, Bangalore",Green Express 985,Yes,Yes,4.4/5,204,080 47933891,Bellandur,Cafe,"Chicken Wings, Cold Coffee, Thali","Mexican, Mughlai",500
"65, Cross, Jayanagar, Bangalore",The Adda 986,No,Yes,-,85,080 41668552,Jayanagar,Delivery,Burgers,Japanese,450
"82, Cross, Sarjapur Road, Bangalore",Royal Restaurant 987,Yes,Yes,3.5/5,119,080 44847428,Sarjapur Road,Quick Bites,,"Italian, Biryani",450
"109, 1st Block, Indiranagar, Bangalore",Café Cafe 988,Yes,No,4.5/5,710,080 49268647,Indiranagar,Cafe,,Thai,650
"115, Ring Road, JP Nagar, Bangalore",Green Junction 989,Yes,Yes,4.1/5,484,080 44906705,JP Nagar,Pub,"Sandwiches, Chocolate Brownie",Thai,"1,100"
"115, 1st Block, HSR Layout, Bangalore",Blue Kitchen 990,Yes,No,4.2/5,226,080 49217398,HSR Layout,Pub,"Paneer Butter Masala, Gulab Jamun","Italian, South Indian","1,100"
"169, 1st Block, Banashankari, Bangalore",Red Point 991,No,No,4.8/5,648,080 45880038,Banashankari,Casual Dining,"Burgers, Chocolate Brownie",South Indian,650
"172, Main Road, Marathahalli, Bangalore",Classic House 992,No,Yes,4.2/5,167,080 44806387,Marathahalli,Casual Dining,"Masala Dosa, Pizza, Thali, Biryani",Mughlai,500
"52, Main Road, Banashankari, Bangalore",Grand House 993,Yes,No,3.9/5,369,080 41267735,Banashankari,Bakery,"Sandwiches, Cold Coffee, Waffles, Tandoori Chicken",,200
"78, Ring Road, Banashankari, Bangalore",Café Restaurant 994,Yes,No,4.2/5,120,080 42331272,Banashankari,Delivery,Noodles,North Indian,300
"196, Ring Road, Bellandur, Bangalore",South Side Kitchen 995,No,No,4.3/5,510,080 42900463,Bellandur,Casual Dining,"Idli, Chocolate Brownie, Pasta, Momos","Chinese, Fast Food",600
"17, 1st Block, Marathahalli, Bangalore",Classic Villa 996,Yes,No,4.3/5,164,080 47927708,Marathahalli,Casual Dining,"Butter Chicken, Waffles, Paneer Butter Masala",Mexican,700
"59, Cross, Electronic City, Bangalore",Curry Diner 997,No,No,3.2/5,241,080 49961940,Electronic City,Quick Bites,"Masala Dosa, Tandoori Chicken, Momos",Chinese,350
"85, Main Road, MG Road, Bangalore",The Restaurant 998,Yes,No,4.1/5,347,080 40339159,MG Road,Casual Dining,Gulab Jamun,Japanese,650
"2, Main Road, Koramangala, Bangalore",Blue House 999,No,No,3.8/5,376,080 46066110,Koramangala,Cafe,"Biryani, Cold Coffee, Butter Chicken",Mexican,500
"83, 2nd Stage, JP Nagar, Bangalore",Classic House 1000,Yes,No,4.1/5,229,080 49782588,JP Nagar,Casual Dining,"Filter Coffee, Gulab Jamun",,650
"152, 1st Block, Hebbal, Bangalore",The Corner 1001,Yes,No,4.2/5,227,080 41892576,Hebbal,Pub,"Masala Dosa, Rolls, Filter Coffee, Noodles","Beverages, Andhra",650
"165, Main Road, Jayanagar, Bangalore",Local Bar & Grill 1002,Yes,No,4.0/5,249,080 43403741,Jayanagar,Delivery,"Idli, Thali","Thai, Desserts",250
"154, Main Road, Marathahalli, Bangalore",Grand Kitchen 1003,No,No,3.3/5,103,080 44229235,Marathahalli,Quick Bites,"Gulab Jamun, Filter Coffee",Cafe Food,250
"177, Ring Road, HSR Layout, Bangalore",Grand Kitchen 1004,Yes,No,4.3/5,440,080 48220681,HSR Layout,Quick Bites,"Chocolate Brownie, Tandoori Chicken",Mexican,450
"96, 1st Block, BTM, Bangalore",Local Hub 1005,No,Yes,4.3/5,500,080 45986483,BTM,Cafe,Pizza,"Andhra, Mexican, Biryani",600
"13, 2nd Stage, Banashankari, Bangalore",Royal Bar & Grill 1006,Yes,No,3.7/5,254,080 47397507,Banashankari,Casual Dining,"Filter Coffee, Biryani",Desserts,750
"154, Main Road, HSR Layout, Bangalore",Local Junction 1007,Yes,Yes,4.3/5,98,080 40160702,HSR Layout,Delivery,"Thali, Cold Coffee","Biryani, South Indian, BBQ",350
"138, Cross, Whitefield, Bangalore",Classic Cafe 1008,No,No,3.8/5,237,080 49851944,Whitefield,Bar,"Thali, Pasta, Tandoori Chicken","Continental, Mexican, Street Food","1,300"
"159, 2nd Stage, Bellandur, Bangalore",Royal Restaurant 1009,No,No,3.9/5,28,080 41064852,Bellandur,Casual Dining,"Sandwiches, Idli, Pasta","Japanese, BBQ",600
"136, Cross, Bellandur, Bangalore",Local Diner 1010,Yes,No,4.5/5,209,080 42811513,Bellandur,Dessert Parlor,"Rolls, Chicken Wings, Pizza, Paneer Butter Masala","Italian, Fast Food, Mexican",300
"30, 2nd Stage, Whitefield, Bangalore",Blue Junction 1011,No,No,NEW,705,080 43889475,Whitefield,Fine Dining,"Chocolate Brownie, Thali, Pasta","Street Food, Chinese",900
"120, Cross, Indiranagar, Bangalore",Green Bar & Grill 1012,Yes,No,3.6/5,272,080 40045449,Indiranagar,Sweet Shop,"Gulab Jamun, Cold Coffee, Paneer Butter Masala",Japanese,250
"127, Ring Road, Banashankari, Bangalore",Urban Diner 1013,Yes,No,4.4/5,97,080 47122721,Banashankari,Bakery,Sandwiches,"BBQ, Japanese",250
"46, 1st Block, Marathahalli, Bangalore",Grand Diner 1014,Yes,No,3.9/5,260,080 45611922,Marathahalli,Dessert Parlor,"Pasta, Chocolate Brownie, Butter Chicken",Italian,400
"162, Main Road, Basavanagudi, Bangalore",Spice Diner 1015,Yes,Yes,4.7/5,718,080 40083353,Basavanagudi,Cafe,Filter Coffee,Desserts,350
"32, Ring Road, Electronic City, Bangalore",Green Corner 1016,Yes,No,4.7/5,223,080 45157096,Electronic City,Quick Bites,"Cold Coffee, Filter Coffee","Biryani, Street Food",400
"28, 2nd Stage, Sarjapur Road, Bangalore",Golden Corner 1017,No,No,4.5/5,205,080 48210715,Sarjapur Road,Bar,Noodles,"Fast Food, Bakery","1,200"
"199, Main Road, JP Nagar, Bangalore",South Side Junction 1018,Yes,No,3.9/5,189,080 40798873,JP Nagar,Quick Bites,Cold Coffee,"South Indian, Mughlai",450
"146, Ring Road, Bellandur, Bangalore",Classic Express 1019,No,No,3.7/5,42,080 48131191,Bellandur,Pub,"Chicken Wings, Idli, Butter Chicken","Street Food, Biryani",850
"173, Main Road, BTM, Bangalore",Urban Hub 1020,Yes,No,3.5/5,450,080 49857390,BTM,Quick Bites,Biryani,Beverages,450
"147, 2nd Stage, Electronic City, Bangalore",Royal Junction 1021,Yes,No,4.4/5,306,080 48938730,Electronic City,Delivery,"Idli, Pizza, Thali, Biryani","South Indian, Cafe Food",400
"109, Cross, Jayanagar, Bangalore",Red Kitchen 1022,Yes,No,4.3/5,290,080 41621235,Jayanagar,Cafe,"Idli, Tandoori Chicken","North Indian, Cafe Food",650
"111, Ring Road, Koramangala, Bangalore",Classic Hub 1023,Yes,No,3.3/5,29,080 49138687,Koramangala,Cafe,"Noodles, Tandoori Chicken","Bakery, Beverages",600
"43, Ring Road, Yelahanka, Bangalore",The Point 1024,No,No,2.5/5,241,080 43568165,Yelahanka,Quick Bites,Cold Coffee,North Indian,400
"105, Ring Road, Indiranagar, Bangalore",The House 1025,No,No,3.6/5,90,080 43801955,Indiranagar,Quick Bites,Butter Chicken,"Mexican, South Indian",300
"172, 2nd Stage, BTM, Bangalore",South Side Hub 1026,No,No,3.6/5,174,080 43010819,BTM,Casual Dining,"Burgers, Biryani","Japanese, Chinese",900
"132, 1st Block, Hebbal, Bangalore",Punjabi Bites 1027,Yes,No,3.7/5,163,080 49646890,Hebbal,Bar,"Tandoori Chicken, Pasta, Sandwiches","Chinese, Bakery",950
"68, Ring Road, BTM, Bangalore",Curry Adda 1028,No,No,4.2/5,973,080 48620961,BTM,Delivery,,Mughlai,300
"161, 2nd Stage, Hebbal, Bangalore",Golden Hub 1029,Yes,No,3.9/5,445,080 47077896,Hebbal,Cafe,Noodles,Biryani,600
